2017-11-12 09:45:56.539 INFO  singlejartest.Main - Connecting...
2017-11-12 09:45:59.409 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - >> [https://login.dukascopy.com/authorization-1/demo/auth?munus=srp_api&passus=3&sermo=92d02054-8bde-4655-9fac-6aabab3b928a&versio=318.4.33&willPing=true&putent_genus=0&occasus=true&platform=DDS3_JFOREX&srp_versio=1]
2017-11-12 09:46:00.864 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - << [{"occasus":"rO0ABXNyABRqYXZhLnV0aWwuUHJvcGVydGllczkS0HpwNj6YAgABTAAIZGVmYXVsdHN0ABZMamF2\r\nYS91dGlsL1Byb3BlcnRpZX...","authApiURLs":["d-ja-gva-141-194.dukascopy.com:10443","d-ja-usa-e-96-4-a.dukascopy.com:10443","d-ja-sgn-04-b.dukascopy.com:10443","d-ja-jpn-04-a.dukascopy.com:10443","d-ja-hk-110-05.dukascopy.com:10443","d-ja-msk-10.dukascopy.com:10443"],"srp_versio":"1"}]
2017-11-12 09:46:00.879 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 3 response [ServerResponseObject [passwordServerResponse=Step3ServerResponse [serverResponse={"occasus":"rO0ABXNyABRqYXZhLnV0aWwuUHJvcGVydGllczkS0HpwNj6YAgABTAAIZGVmYXVsdHN0ABZMamF2\r\nYS91dGlsL1Byb3BlcnRpZX...","authApiURLs":["d-ja-gva-141-194.dukascopy.com:10443","d-ja-usa-e-96-4-a.dukascopy.com:10443","d-ja-sgn-04-b.dukascopy.com:10443","d-ja-jpn-04-a.dukascopy.com:10443","d-ja-hk-110-05.dukascopy.com:10443","d-ja-msk-10.dukascopy.com:10443"],"srp_versio":"1"}], responseHeaderFields={Transfer-Encoding=[chunked], null=[HTTP/1.1 200], idle-session-ttl=[900000], CF-RAY=[3bc837debd06549e-MAD], Server=[cloudflare-nginx], Connection=[keep-alive], Client-Country=[ES], Pragma=[no-cache], Last-Modified=[Sun, 12 Nov 2017 08:45:59 GMT], Date=[Sun, 12 Nov 2017 08:46:00 GMT], Cache-Control=[no-cache, must-revalidate, no-store, max-age=0], Access-Control-Allow-Credentials=[true], Client-IP=[81.37.216.145], Vary=[Accept-Encoding], Set-Cookie=[__cfduid=d921df37aafc2a4b13febd96296ff962b1510476359; expires=Mon, 12-Nov-18 08:45:59 GMT; path=/; domain=.dukascopy.com; HttpOnly], Expires=[Thu, 01 Jan 1970 00:00:00 GMT], Content-Type=[text/plain;charset=UTF-8]}]]
2017-11-12 09:46:01.016 WARN  com.dukascopy.api.instrument.AvailableInstrumentProvider - Instrument "NEM.US/USD" is absent in Instrument API enum.
2017-11-12 09:46:01.017 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Selecting the best server...
2017-11-12 09:46:03.200 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - The ping start time=2017-11-12 09:46:03:199
2017-11-12 09:46:03.524 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - The ping end time=2017-11-12 09:46:03:524, the ping processing time=[325]ms
2017-11-12 09:46:03.525 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - Best api url [d-ja-gva-141-194.dukascopy.com:10443] with time [61]
2017-11-12 09:46:03.525 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - d-ja-gva-141-194.dukascopy.com:10443@b8a588d07a8acd16fd37bae4ef418927bd9fd4717d913a7f1ae71f17ce75674e
2017-11-12 09:46:03.530 INFO  com.dukascopy.dds2.greed.util.FilePathManager - WL info is unavailable. Use default App folder for Platform data:  /Users/DKS/Library/Application Support/JForex
2017-11-12 09:46:04.189 WARN  com.dukascopy.charts.data.datacache.FeedDataProvider - JStore is disabled for the current user
2017-11-12 09:46:04.198 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - UserAgent: {"clientType":"DDS3_JFOREXSDK","javaVersion":"1.8.0_51","jvmVersion":"25.51-b03","ip":"null","clientVersion":"318.4.33","osName":"Mac OS X","userName":"null"}
2017-11-12 09:46:05.405 INFO  com.dukascopy.dds2.greed.connection.GreedClientAuthorizationProvider - !!!:Thread[(NettyTransportClient-0) ClientConnector,5,main]
2017-11-12 09:46:05.408 INFO  com.dukascopy.dds4.transport.client.netty.ClientConnector - Authorize task in queue, server address [d-ja-gva-141-194.dukascopy.com/194.8.15.194:10443], transport name [NettyTransportClient-0]
2017-11-12 09:46:05.408 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - Authorized
2017-11-12 09:46:05.412 INFO  com.dukascopy.api.instrument.subscribe.InstrumentManager - InstrumentManager created.
2017-11-12 09:46:05.681 WARN  com.dukascopy.api.impl.connect.WLabelData - White Label Image is not received
2017-11-12 09:46:05.682 INFO  singlejartest.Main - Connected
2017-11-12 09:46:05.682 INFO  singlejartest.Main - Subscribing instruments...
2017-11-12 09:46:05.682 INFO  singlejartest.Main - Downloading data
2017-11-12 09:46:05.688 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - Loading first times for [EUR/USD]...
2017-11-12 09:46:05.753 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - First times loaded {EUR/USD={Ticks=1052082000914, 1 Min=1052082000000, Hourly=1052082000000, Daily=99792000000}}
2017-11-12 09:46:05.761 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - Loading first times for [GBP/JPY]...
2017-11-12 09:46:05.822 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - First times loaded {GBP/JPY={Ticks=1059944400015, 1 Min=1059944400000, Hourly=1059944400000, Daily=662774400000}}
2017-11-12 09:46:05.827 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - Loading first times for [USD/JPY]...
2017-11-12 09:46:05.887 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - First times loaded {USD/JPY={Ticks=1052082000626, 1 Min=1052082000000, Hourly=1052082000000, Daily=508377600000}}
2017-11-12 09:46:05.891 INFO  singlejartest.Main - from: 2017/04/01 00:00:00 to: 2017/04/29 23:00:00
2017-11-12 09:46:05.891 INFO  singlejartest.Main - Starting strategy
2017-11-12 09:46:06.020 INFO  singlejartest.Main - Strategy started: 0
2017-11-12 09:46:06.021 INFO  singlejartest.Main - Getting prices before start time
2017-11-12 09:46:06.303 INFO  singlejartest.Main - Creating data loading threads
2017-11-12 09:46:06.431 INFO  singlejartest.Main - Getting prices before start time
2017-11-12 09:46:06.474 WARN  com.dukascopy.api.impl.connect.WLabelData - White Label Image is not received
2017-11-12 09:46:06.486 INFO  singlejartest.Main - Filling in-progress candles
2017-11-12 09:46:07.021 INFO  singlejartest.Main - Executing onStart
2017-11-12 09:46:07.022 INFO  singlejartest.Main - Running
2017-11-12 09:46:07.521 INFO  singlejartest.Main - Running, Sat 2017.04.01 00:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.603 INFO  singlejartest.Main - Running, Sat 2017.04.01 01:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.617 INFO  singlejartest.Main - Running, Sat 2017.04.01 01:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.634 INFO  singlejartest.Main - Running, Sat 2017.04.01 02:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.646 INFO  singlejartest.Main - Running, Sat 2017.04.01 02:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.664 INFO  singlejartest.Main - Running, Sat 2017.04.01 03:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.675 INFO  singlejartest.Main - Running, Sat 2017.04.01 03:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.693 INFO  singlejartest.Main - Running, Sat 2017.04.01 04:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.704 INFO  singlejartest.Main - Running, Sat 2017.04.01 04:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.718 INFO  singlejartest.Main - Running, Sat 2017.04.01 05:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.726 INFO  singlejartest.Main - Running, Sat 2017.04.01 05:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.737 INFO  singlejartest.Main - Running, Sat 2017.04.01 06:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.747 INFO  singlejartest.Main - Running, Sat 2017.04.01 06:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.761 INFO  singlejartest.Main - Running, Sat 2017.04.01 07:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.770 INFO  singlejartest.Main - Running, Sat 2017.04.01 07:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.783 INFO  singlejartest.Main - Running, Sat 2017.04.01 08:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.791 INFO  singlejartest.Main - Running, Sat 2017.04.01 08:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.802 INFO  singlejartest.Main - Running, Sat 2017.04.01 09:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.815 INFO  singlejartest.Main - Running, Sat 2017.04.01 09:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.829 INFO  singlejartest.Main - Running, Sat 2017.04.01 10:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.838 INFO  singlejartest.Main - Running, Sat 2017.04.01 10:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.853 INFO  singlejartest.Main - Running, Sat 2017.04.01 11:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.864 INFO  singlejartest.Main - Running, Sat 2017.04.01 11:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.878 INFO  singlejartest.Main - Running, Sat 2017.04.01 12:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.886 INFO  singlejartest.Main - Running, Sat 2017.04.01 12:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.896 INFO  singlejartest.Main - Running, Sat 2017.04.01 13:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.903 INFO  singlejartest.Main - Running, Sat 2017.04.01 13:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.914 INFO  singlejartest.Main - Running, Sat 2017.04.01 14:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.922 INFO  singlejartest.Main - Running, Sat 2017.04.01 14:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.940 INFO  singlejartest.Main - Running, Sat 2017.04.01 15:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.946 INFO  singlejartest.Main - Running, Sat 2017.04.01 15:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.955 INFO  singlejartest.Main - Running, Sat 2017.04.01 16:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.961 INFO  singlejartest.Main - Running, Sat 2017.04.01 16:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.970 INFO  singlejartest.Main - Running, Sat 2017.04.01 17:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.977 INFO  singlejartest.Main - Running, Sat 2017.04.01 17:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.987 INFO  singlejartest.Main - Running, Sat 2017.04.01 18:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:07.993 INFO  singlejartest.Main - Running, Sat 2017.04.01 18:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.002 INFO  singlejartest.Main - Running, Sat 2017.04.01 19:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.007 INFO  singlejartest.Main - Running, Sat 2017.04.01 19:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.016 INFO  singlejartest.Main - Running, Sat 2017.04.01 20:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.022 INFO  singlejartest.Main - Running, Sat 2017.04.01 20:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.030 INFO  singlejartest.Main - Running, Sat 2017.04.01 21:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.036 INFO  singlejartest.Main - Running, Sat 2017.04.01 21:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.045 INFO  singlejartest.Main - Running, Sun 2017.04.01 22:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.050 INFO  singlejartest.Main - Running, Sun 2017.04.01 22:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.058 INFO  singlejartest.Main - Running, Sun 2017.04.01 23:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.063 INFO  singlejartest.Main - Running, Sun 2017.04.01 23:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.071 INFO  singlejartest.Main - Running, Sun 2017.04.02 00:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.078 INFO  singlejartest.Main - Running, Sun 2017.04.02 00:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.087 INFO  singlejartest.Main - Running, Sun 2017.04.02 01:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.093 INFO  singlejartest.Main - Running, Sun 2017.04.02 01:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.101 INFO  singlejartest.Main - Running, Sun 2017.04.02 02:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.106 INFO  singlejartest.Main - Running, Sun 2017.04.02 02:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.113 INFO  singlejartest.Main - Running, Sun 2017.04.02 03:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.118 INFO  singlejartest.Main - Running, Sun 2017.04.02 03:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.127 INFO  singlejartest.Main - Running, Sun 2017.04.02 04:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.132 INFO  singlejartest.Main - Running, Sun 2017.04.02 04:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.140 INFO  singlejartest.Main - Running, Sun 2017.04.02 05:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.145 INFO  singlejartest.Main - Running, Sun 2017.04.02 05:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.152 INFO  singlejartest.Main - Running, Sun 2017.04.02 06:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.156 INFO  singlejartest.Main - Running, Sun 2017.04.02 06:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.164 INFO  singlejartest.Main - Running, Sun 2017.04.02 07:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.168 INFO  singlejartest.Main - Running, Sun 2017.04.02 07:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.175 INFO  singlejartest.Main - Running, Sun 2017.04.02 08:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.180 INFO  singlejartest.Main - Running, Sun 2017.04.02 08:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.191 INFO  singlejartest.Main - Running, Sun 2017.04.02 09:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.196 INFO  singlejartest.Main - Running, Sun 2017.04.02 09:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.207 INFO  singlejartest.Main - Running, Sun 2017.04.02 10:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.211 INFO  singlejartest.Main - Running, Sun 2017.04.02 10:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.222 INFO  singlejartest.Main - Running, Sun 2017.04.02 11:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.226 INFO  singlejartest.Main - Running, Sun 2017.04.02 11:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.236 INFO  singlejartest.Main - Running, Sun 2017.04.02 12:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.240 INFO  singlejartest.Main - Running, Sun 2017.04.02 12:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.253 INFO  singlejartest.Main - Running, Sun 2017.04.02 13:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.257 INFO  singlejartest.Main - Running, Sun 2017.04.02 13:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.263 INFO  singlejartest.Main - Running, Sun 2017.04.02 14:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.266 INFO  singlejartest.Main - Running, Sun 2017.04.02 14:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.271 INFO  singlejartest.Main - Running, Sun 2017.04.02 15:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.274 INFO  singlejartest.Main - Running, Sun 2017.04.02 15:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.279 INFO  singlejartest.Main - Running, Sun 2017.04.02 16:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.282 INFO  singlejartest.Main - Running, Sun 2017.04.02 16:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.287 INFO  singlejartest.Main - Running, Sun 2017.04.02 17:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.290 INFO  singlejartest.Main - Running, Sun 2017.04.02 17:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.294 INFO  singlejartest.Main - Running, Sun 2017.04.02 18:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.297 INFO  singlejartest.Main - Running, Sun 2017.04.02 18:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.301 INFO  singlejartest.Main - Running, Sun 2017.04.02 19:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.304 INFO  singlejartest.Main - Running, Sun 2017.04.02 19:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.308 INFO  singlejartest.Main - Running, Sun 2017.04.02 20:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.311 INFO  singlejartest.Main - Running, Sun 2017.04.02 20:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.316 INFO  singlejartest.Main - Running, Sun 2017.04.02 21:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.373 INFO  singlejartest.Main - Running, Sun 2017.04.02 21:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.417 INFO  singlejartest.Main - Running, Mon 2017.04.02 22:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.507 INFO  singlejartest.Main - Running, Mon 2017.04.02 22:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.567 INFO  singlejartest.Main - Running, Mon 2017.04.02 23:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.644 INFO  singlejartest.Main - Running, Mon 2017.04.02 23:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.755 INFO  singlejartest.Main - Running, Mon 2017.04.03 00:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.864 INFO  singlejartest.Main - Running, Mon 2017.04.03 00:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:08.963 INFO  singlejartest.Main - Running, Mon 2017.04.03 01:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.030 INFO  singlejartest.Main - Running, Mon 2017.04.03 01:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.114 INFO  singlejartest.Main - Running, Mon 2017.04.03 02:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.163 INFO  singlejartest.Main - Running, Mon 2017.04.03 02:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.216 INFO  singlejartest.Main - Running, Mon 2017.04.03 03:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.254 INFO  singlejartest.Main - Running, Mon 2017.04.03 03:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.329 INFO  singlejartest.Main - Running, Mon 2017.04.03 04:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.387 INFO  singlejartest.Main - Running, Mon 2017.04.03 04:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.484 INFO  singlejartest.Main - Running, Mon 2017.04.03 05:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.535 INFO  singlejartest.Main - Running, Mon 2017.04.03 05:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.611 INFO  singlejartest.Main - Running, Mon 2017.04.03 06:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.697 INFO  singlejartest.Main - Running, Mon 2017.04.03 06:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.813 INFO  singlejartest.Main - Running, Mon 2017.04.03 07:00 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:09.912 INFO  singlejartest.Main - Running, Mon 2017.04.03 07:30 Eq: 50,000.00 UoL: .00%
2017-11-12 09:46:10.048 INFO  singlejartest.Main - Running, Mon 2017.04.03 08:00 Eq: 47,998.01 UoL: 102.11%
2017-11-12 09:46:10.209 INFO  singlejartest.Main - Running, Mon 2017.04.03 08:30 Eq: 46,059.32 UoL: 106.37%
2017-11-12 09:46:10.388 INFO  singlejartest.Main - Running, Mon 2017.04.03 09:00 Eq: 37,197.06 UoL: 131.76%
2017-11-12 09:46:10.559 INFO  singlejartest.Main - Running, Mon 2017.04.03 09:30 Eq: 31,589.72 UoL: 105.08%
